transcript,confidence
 so the meetings that you would have when you pull your team in the tension is my last two hours is that this is that the only meeting the mechanics get pulled in fours at the safety meeting so other than that your your most of your communication with the mechanics is either on the phone right you're not emailing so it's on the phone,0.88317424
 program called away on a computer,0.74750906
 the last last couple couple questions here and there not have you feel some out and we're done cuz this has been great but what about reward and recognition do you get recognized,0.8607121
 I mean you have submitted for Gravely,0.7281437
 hundred dollars given,0.47459623
 but what about somebody just saying hey you guys work and how I'm going to buy you Pete I mean I know yet pizza Woodfire Pizza take you lunch can you do that for your mechanic you have the flexibility to do that through programs,0.9027311
 our operating environment is showing tense refers to the parenting advice that for everyone they did well,0.7602141
 but I mean that is so would you have I mean so part of it from that standpoint that we have as I said you get Wreck-It I mean they'll say they get you know if they get recognized they get it from you they're not or as a customer might say hey nice job but it sounds like overall then this is what I've heard that it's more of a culture where you'll hear about what you're doing wrong forces what you're doing right right so I've heard that and you're not neces if you get if you get feedback from customers it's not like it's called out like hey you know they did a great job it's usually why did you get this customer complaint that's that it's okay okay so that,0.94883937
 in ten years I've been here I've only seen one you know what I mean each department represent the sides department is going to be the quarter and then of course there's nothing like that too even recognize one person there's no mechanic of the year which could be,0.90198845
 find anything like that,0.7954315
 for the mall I mean for the most part would you say in terms as as you think about this is more hiring the mechanics Now sort of the future would you say that,0.8762636
 do they need a different level of communication skills or area are you seeing a change either in your customer base or with the technology anything that you think or the people we should be hiring now we need to focus more on X anything that you could see changing with the types of people you want to hire as a mechanic,0.9370159
 alarm,0.5615467
 will healthy people dead the learning curve,0.7116886
 we don't know you don't you don't select your mechanic,0.70297134
 is Rockstar on ride the bench for Monster High,0.6061524
 also that's going to make a difference in terms of because one of the things that that we've heard his talk about getting people that have yes they need that the technical skills some of the um,0.9071144
 service go but if you don't have control over that you can't impact I mean you could impact it someone as from a training standpoint but it's raw material for cracked so you can see all the cans and they come through an interview but does she speak that is not a 12-team and 24-month problems that is a problem and we have not been able to handle knives you to plan that far ahead,0.89566165
 I'm being mean reactive too many other factors,0.6881927
 because the thing is if you have an economic downturn and you have a wonderful 3 wonderful helpers better 2nd or 3rd year when other exactly before we have to leave at 7 to 10 year plan is coming in about 5 years it's so if you how could you remedy that could you if you had latitude to over higher,0.87547815
 how would you make sure that you can plan for the seven to 10 year,0.82426125
 oh God you're not doing,0.776367
 but if in that in that case of a quality person comes in will they but it still has to go through the union you can't you can have the time but I mean how would they get let's say somebody did you then you have to send them to the union and see if the union will hire more you just hire them,0.8982413
 technically they're not supposed to list at work and we're not supposed to split them but there's all sorts of unofficial got it so I see you could you couldn't well I started thinking part of it was the plan and I've got another client whose Parts Union Parts not Union so what they're doing isn't or non-union part they're building up the resources and then over time they'll ship those resources but you don't have the luxury to do that because all your technician sir.,0.9201275
 what this is or is there anything there's one thing I'm going to have you fill out two pages and you've been filling out leaves but is there anything else that we haven't covered that you want to make sure that we include in our recommendations or any issues things that we haven't covered that you'd like to see you sad,0.9128325
 well hopefully they will but but that's not our our guarantee either,0.8818252
 will you guys have a tough job let me tell you that I'm,0.95300543
 Pretoria the best part is they were all gone like I'm on vacation and TJ is out at his you know five our way 1 elevator and all that kind of stuff and it keeps coming on for several days there's literally no way sign off on it if they try to submit the same back to back,0.91337264
 I almost said actually today that it's a race to the bottom it's funny he said that I said it and I mean it,0.8637836
 there is not like on a better yeah I mean I think that's the challenge to when you've got,0.8276519
 although I did hear from one of the supervisors said when somebody came from Schindler said that they thought Schindler did a much better job of training Technical Training more investment in training we did hear that from mechanic that they felt like there's a lot of even Otis equipment that comes out that's new equipment that they don't even see till they get on a site that the trait the Technical Training has gotten down,0.93268937
 training in a room like this,0.49351054
 you know we had that somebody actually we flew in and Ashland tomorrow I mean,0.7385335
 I can.,0.63172364
 oh I bet,0.9116726
 tomorrow my response to one these courses,0.6506313
 what race in Spanish,0.4689934
 yep that's why put no just more help if you can just get us a new supervisor is on call for a week at a time you know technically they can get a call into the morning but it doesn't occur often so that we can know you more,0.8961043
