transcript,confidence
 12 CHF each have about 12 okay so would you say what when you think of all of the challenges that you have in your role okay how many of those challenges are really outside what is it that you can control what are the things you don't control,0.8809098
 try to find something we can control right now,0.89060974
 temperature control,0.7090641
 the budget we don't control,0.88465345
 Branch Prince Regent and then they in conjunction with orange hands and feet are Evelyn's retail operations managers numbers and actually can fight from you,0.72208047
 so how often is if I'm at RVP or what is it regional manager or rfm how often are they actually out in the field,0.82162076
 Stacks always in the field,0.78549445
 very rarely there running your they are there really at a certain point I feel like after a branch manager when you're really just looking to see what it sounds like to me it's more of a so some of the metrics that are driving our Morphin not that every metric isn't finacial and her because they are but it to me it sounds like it's more profit-driven than customer-driven,0.89440936
 the verbal message might be safety is our number one priority and I do believe that people actually see it but if your secondary messages customer service actually being received,0.7917295
 okay customer service customer service all day long and preach customer service direct me to make an apple pie ingredients for Jello so if you're looking at if you've got more than completed for your team I hope you got that and so I got it I got it I got it,0.88122207
 so,0.8307294
 so if you've got okay you've got work that has to be completed in the day or are you the ones that are doing the scheduling for that who does the scheduling or it's under your dress well that's why I'm saying so if you've got you've got more that can be completed in the day right you've got now competing client needs,0.9060766
 how do you prioritize where you going to put the resources for segmentation right is blowing you up and riding portable MSA scores in saying I hope Justice dog dies then you have to make. In the meanwhile this one another so now when did the green yellow red come in because at one time it is that they have to do what they did I know we had high-value customers a how it so what,0.88982564
 the green yellow red now that's a new color code scheme that I never hired or amino like whatever but they also pay a lot so on so forth we make good money we don't have a ton of callbacks on those units may be there and then so on and so forth are they the Red Death screen in what's the what's the red,0.90597475
 Ippolito's what are the ones are really an abusive to me as soon as a customer over so that so if you have a decision is it a green customer that you're going to search well I think they actually look perfect probably between national accounts as your numbers aren't there there old unit they suck,0.926036
 find the yellow we're just kind of in between so if that so it in in terms of the oldest service experience that they want you to deliver right what is that what it what is the expectation for from a customer stamp and here's the customer experience we want you to make sure your team delivers who has anybody said what that is is expecting Cadillac service,0.9300415
 Davis Field at Bishop Cadillac service,0.56662786
 but you know your plan,0.59182435
 but you can get this type of service so,0.86584294
 expectation what they should get based on what they all can,0.8210409
 it's not just not just,0.7782977
 yup so what if I'm a maintenance customer right I'm paying you for a maintenance contract for the year that and I have stirred expectation it might be how often eaten by alligators have to run how often my mechanic does whatever they're doing you know to make sure that the units are in compliance or whatever,0.8757903
 Are you delivering against that consistently,0.98267895
 so the constraints are you don't have the people to do it and so the other thing that I've heard we've heard from mechanics is that look I'm supposed to this maintenance I know what the customer expects I know what the contract says I'm not doing it because I'm getting pulled off to do open order repair because that's additional Revenue so did that happen and so who makes that decision is that a decision that you can make anyone of you okay,0.9336494
 because we were competing we have an open auto budget,0.8000261
 so if but if that's so if I'm,0.7531261
 if I'm a customer and I am not how would I know that I'm not getting everything that's in my car okay so there I mean it's really okay but I mean if I but if I'm one of the ones that like we heard today there's some that it's a contractual obligation if you're not like you have to respond in an hour customer for product,0.9578769
 that's one way to is the track our Performance Based on the help throughout the services so if it's a quarterly service or annual,0.8514993
 they have a calendar that look at that and many of them are signed up with the service which email after email it tells them we were there so if they're not getting these emails are not that serious and that we're not,0.86205035
 show me today's maintenance third way is if there's any or five-year inspection that is overdue video noticing it there,0.8065524
 inspection certificate is about to expire and this is why aren't you guys going to inspections yet,0.75785196
 portway asked if she married,0.6780914
 what do you get caught with your pants down a lot I mean to write down everything something,0.8244657
